Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Unnamed: 60
Brazil,BRA,"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,1034483,1073211,1107454,1138693,1168541,1198046,1233125,1276621,1323157,1366669,1401729,1432653,1445636,1446916,1442897,1438950,1445193,1456969,1473130,1492236,1512805,1537137,1570297,1608387,1647631,1684414,1718436,1750812,1779432,1802042,1816722,1826111,1818022,1798069,1771728,1743921,1721838,1699026,1677526,1659348,1646119,1639607,1651509,1674325,1700522,1723128,1737148,1743485,1742344,1733794,1718032,1699204,1659357,1607561,1553014,1504006,
Brazil,BRA,"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,1045377,1085221,1120010,1151283,1180661,1209136,1244609,1287803,1333363,1375095,1407357,1438215,1451024,1451896,1447022,1441418,1449266,1463856,1483475,1506086,1529604,1558508,1596662,1639813,1683831,1724774,1763346,1799501,1831187,1856206,1872665,1884211,1877659,1858780,1833199,1805937,1784450,1762033,1740782,1722736,1709508,1703215,1715895,1739720,1766817,1789900,1804393,1811305,1810619,1802170,1785940,1766695,1725511,1671834,1615265,1564380,
Brazil,BRA,"Age population, age 08, female, interpolated",SP.POP.AG08.FE.IN,994168,1033845,1070610,1102499,1132444,1161629,1193247,1231830,1278160,1324358,1365159,1404706,1430526,1437851,1436866,1433049,1436692,1443896,1456799,1472977,1491038,1509982,1536277,1571306,1609625,1647690,1682984,1717671,1750170,1778123,1799652,1819219,1824719,1812361,1790794,1764977,1743929,1721031,1697714,1676248,1658290,1642020,1640128,1657035,1681284,1705928,1723926,1736961,1741691,1739396,1730278,1722749,1698107,1652021,1598201,1544970,
Brazil,BRA,"Age population, age 08, male, interpolated",SP.POP.AG08.MA.IN,1003794,1044588,1082145,1114117,1143643,1171897,1203902,1242515,1287937,1332463,1370683,1409793,1435257,1441915,1439924,1434474,1438763,1447738,1463458,1482802,1503809,1526858,1557765,1597705,1640859,1683368,1723511,1762529,1798500,1829261,1852974,1875024,1882497,1871525,1850996,1825972,1805646,1783375,1760418,1739171,1721294,1704990,1703586,1721422,1746631,1771968,1790416,1804050,1809400,1807479,1798285,1790741,1765375,1717649,1661881,1606690,
Brazil,BRA,"Age population, age 09, female, interpolated",SP.POP.AG09.FE.IN,954651,993875,1032859,1067981,1098121,1126990,1157181,1190804,1231791,1279448,1324673,1368307,1406046,1427653,1430499,1427539,1430942,1434808,1442960,1456798,1472881,1488349,1507918,1535639,1572219,1610705,1646354,1682249,1717101,1749156,1776265,1802170,1820532,1822873,1806885,1783840,1764983,1743349,1720086,1696743,1675448,1654190,1639289,1641131,1662192,1687621,1706737,1724772,1736637,1739474,1735872,1735008,1725397,1696006,1644957,1589535,
Brazil,BRA,"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN,963290,1003471,1043466,1079064,1108833,1136838,1167206,1201164,1241797,1287884,1330687,1373459,1410696,1431651,1433328,1428705,1432008,1436639,1446606,1463173,1482082,1501159,1524872,1557152,1598500,1641579,1682137,1722813,1761774,1796992,1826639,1855265,1876025,1880248,1865597,1843609,1825547,1804788,1782204,1759203,1738093,1716665,1701995,1704509,1726566,1752870,1772413,1791051,1803599,1807040,1803702,1803013,1793282,1762973,1710128,1652737,
Brazil,BRA,"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,916450,953892,993249,1031846,1065908,1094516,1123696,1155018,1189574,1231507,1279882,1325997,1369861,1406650,1425207,1423866,1425994,1429207,1433282,1442190,1456854,1471096,1486410,1506073,1534908,1572976,1609474,1645700,1681706,1716164,1747603,1777182,1803513,1821391,1821211,1801732,1783688,1764394,1742629,1719484,1696254,1673288,1651470,1637039,1641765,1666732,1687817,1707592,1725485,1735893,1736681,1738354,1737655,1727022,1694177,1638605,
Brazil,BRA,"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN,924384,962477,1002831,1042337,1076570,1104361,1133272,1164933,1199755,1240897,1286983,1331643,1374745,1410963,1428558,1425490,1426850,1430070,1434906,1445585,1462843,1480285,1499257,1523014,1556297,1598979,1640292,1681459,1722174,1760522,1794802,1827173,1856213,1876493,1878203,1860066,1842806,1824548,1803835,1781438,1758526,1735280,1713570,1699548,1705050,1731047,1752591,1772976,1791578,1802695,1804042,1805959,1805467,1794723,1760913,1703436,
Brazil,BRA,"Age population, age 11, female, interpolated",SP.POP.AG11.FE.IN,880078,915408,952812,992594,1031370,1064587,1091515,1122618,1154032,1188105,1230399,1280462,1325775,1370699,1407671,1423476,1422404,1424819,1427828,1431922,1441477,1455297,1470051,1484686,1504134,1534023,1571733,1608910,1645233,1680805,1714700,1747917,1776941,1804406,1822430,1819873,1801451,1782935,1763661,1742257,1719372,1694668,1672521,1649234,1634420,1641791,1666682,1688060,1708315,1725779,1734574,1738377,1738746,1739271,1728920,1693081,
Brazil,BRA,"Age population, age 11, male, interpolated",SP.POP.AG11.MA.IN,887584,923253,961357,1002182,1041776,1074868,1101029,1132050,1163950,1198169,1239181,1287134,1331152,1375407,1411729,1426212,1423658,1425522,1428524,1433285,1444520,1461182,1479227,1497482,1520920,1555135,1597535,1639542,1680838,1721052,1758601,1794576,1826382,1856632,1877163,1876559,1858905,1841424,1823453,1803289,1781216,1756100,1734014,1711027,1696718,1704934,1730372,1752427,1773433,1791654,1801153,1805332,1805936,1806813,1796506,1759704,
Brazil,BRA,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,843818,878746,914061,951707,992458,1031623,1061357,1090668,1122685,1152814,1185841,1230703,1279548,1324860,1371942,1409398,1421797,1421310,1423999,1426615,1430616,1439768,1454474,1469219,1482869,1502046,1532673,1571139,1608529,1644414,1679385,1714885,1747092,1776257,1805479,1823794,1819454,1800562,1782039,1763283,1742382,1717659,1694493,1672246,1646624,1631194,1641663,1666677,1688172,1708624,1725500,1736207,1737983,1738109,1741162,1731563,
Brazil,BRA,"Age population, age 12, male, interpolated",SP.POP.AG12.MA.IN,850866,886091,921830,960232,1002080,1041983,1071180,1099975,1132085,1162795,1195793,1238919,1285887,1330058,1376558,1413234,1424018,1422349,1424583,1427087,1431619,1442582,1460248,1478291,1495473,1518524,1553446,1596615,1638849,1679745,1719275,1758089,1793051,1825073,1857252,1878232,1875028,1857161,1839945,1822770,1803296,1778451,1755241,1733309,1708097,1693234,1704017,1729811,1752159,1773444,1791097,1802218,1804342,1804806,1808504,1799158,
Brazil,BRA,"Age population, age 13, female, interpolated",SP.POP.AG13.FE.IN,807069,842256,877118,912688,951097,993023,1028230,1060220,1090932,1122529,1150824,1185918,1229571,1277967,1324339,1373873,1407555,1420489,1420572,1423344,1425457,1428773,1438783,1453859,1468297,1480906,1500603,1531958,1570723,1607804,1643089,1679456,1713953,1745829,1775751,1806874,1823254,1818422,1799527,1781498,1763406,1740547,1717376,1694815,1671594,1643404,1630991,1641581,1666543,1687873,1708366,1727064,1735751,1736561,1737748,1743804,
Brazil,BRA,"Age population, age 13, male, interpolated",SP.POP.AG13.MA.IN,813471,849090,884316,920401,959630,1002717,1038036,1069711,1100141,1131954,1160876,1195182,1237309,1284060,1329440,1378428,1410742,1422350,1421429,1423753,1425607,1429402,1441363,1459438,1477127,1493169,1516572,1552266,1595751,1637695,1678012,1718447,1756302,1791015,1823961,1858267,1876285,1872907,1855318,1838883,1822647,1800105,1777273,1754950,1732214,1704510,1691989,1703212,1729145,1751450,1772827,1791870,1801005,1802247,1804024,1811068,
Brazil,BRA,"Age population, age 14, female, interpolated",SP.POP.AG14.FE.IN,771090,805480,840413,875467,911791,951159,989667,1026867,1060165,1090981,1121622,1150822,1184611,1227797,1276766,1324482,1372003,1406077,1419533,1419998,1422744,1423554,1427648,1438008,1453156,1467228,1479423,1499781,1531416,1569974,1606585,1643091,1678432,1712594,1744744,1775561,1806259,1822099,1817243,1798854,1781466,1761477,1740162,1717599,1694757,1670323,1643141,1630832,1641371,1666005,1687016,1709867,1726550,1734267,1735416,1738138,
Brazil,BRA,"Age population, age 14, male, interpolated",SP.POP.AG14.MA.IN,776759,811670,847045,882536,919472,959734,998802,1036238,1069427,1100146,1131079,1160142,1193272,1235140,1282690,1329516,1375823,1408770,1421071,1420621,1422880,1423171,1427898,1440264,1458401,1475670,1490975,1515117,1551138,1594437,1635919,1676858,1716372,1754017,1789175,1823237,1855875,1873749,1870688,1853895,1838383,1818939,1798520,1776669,1754264,1730452,1702841,1690856,1702305,1728046,1750121,1773238,1790379,1798689,1800499,1804114,
Brazil,BRA,"Age population, age 15, female, interpolated",SP.POP.AG15.FE.IN,736579,769586,803619,838548,874274,911538,947953,988263,1026550,1059899,1090299,1121627,1149476,1182687,1226389,1276206,1322666,1370488,1404950,1418742,1419479,1420825,1422367,1426729,1437143,1452309,1465733,1478553,1499130,1530547,1568740,1606545,1642022,1676989,1711406,1743969,1774899,1805034,1820797,1816428,1798692,1779463,1761016,1740288,1717435,1694071,1670009,1642923,1630546,1640762,1664914,1688457,1709311,1725014,1733062,1735021,
Brazil,BRA,"Age population, age 15, male, interpolated",SP.POP.AG15.MA.IN,741673,775083,809613,844995,881238,919222,956022,996956,1035588,1068987,1099429,1130353,1158146,1190824,1233414,1281990,1326907,1373726,1407183,1419900,1419767,1420258,1421444,1426514,1438942,1457075,1473240,1489269,1513715,1549576,1592517,1634431,1674488,1713810,1751922,1787715,1820388,1852901,1871114,1868893,1853041,1834108,1816854,1797517,1775665,1752903,1728299,1701283,1689620,1700968,1726335,1750128,1771408,1787792,1796722,1799623,
Brazil,BRA,"Age population, age 16, female, interpolated",SP.POP.AG16.FE.IN,701997,735056,767826,801739,837119,873697,908385,946619,987866,1026029,1058924,1090238,1120323,1147531,1181114,1225597,1274383,1321194,1369316,1403986,1418007,1417498,1419622,1421386,1425723,1436135,1450768,1464844,1477850,1498159,1529208,1568630,1605456,1640543,1675715,1710523,1743239,1773640,1803665,1819860,1816130,1796595,1778941,1761072,1740023,1716634,1693692,1669741,1642577,1629867,1639610,1666284,1687868,1707745,1723755,1732605,
Brazil,BRA,"Age population, age 16, male, interpolated",SP.POP.AG16.MA.IN,706609,739982,773161,807551,843405,880588,915562,954291,996214,1034787,1067843,1098591,1128399,1155628,1188800,1232332,1279289,1324787,1372004,1405705,1418686,1416906,1418344,1419835,1424907,1437336,1454372,1471293,1487614,1511886,1547424,1590669,1631759,1671643,1711434,1750201,1784390,1816968,1849828,1868903,1867670,1848191,1831471,1815355,1796109,1773978,1750258,1726258,1699624,1687961,1699032,1725925,1747921,1768493,1785551,1795623,
Brazil,BRA,"Age population, age 17, female, interpolated",SP.POP.AG17.FE.IN,675895,700398,733287,766044,800277,836281,870537,907025,946250,987272,1024820,1058756,1088904,1118434,1145929,1180135,1223737,1272891,1320050,1368302,1403075,1415934,1416230,1418624,1420318,1424576,1434532,1449829,1464123,1476832,1496726,1529014,1567499,1603968,1639230,1674740,1709710,1741922,1772238,1802656,1819441,1813928,1795996,1778943,1760732,1739112,1716180,1693360,1669344,1641832,1628645,1640897,1665650,1686280,1706450,1723240,
Brazil,BRA,"Age population, age 17, male, interpolated",SP.POP.AG17.MA.IN,680111,704829,738056,771234,805930,842436,876889,913798,953617,995326,1033304,1066820,1096557,1125936,1153524,1187399,1229497,1277062,1323030,1370388,1404184,1415549,1414751,1416549,1418007,1423019,1434341,1452146,1469396,1485541,1509482,1545193,1587665,1628623,1668980,1709423,1746374,1780505,1813453,1847177,1867264,1862221,1844992,1829425,1813447,1794009,1770824,1747728,1724113,1697536,1685704,1698186,1723334,1744645,1765921,1784174,
Brazil,BRA,"Age population, age 18, female, interpolated",SP.POP.AG18.FE.IN,662157,674206,698563,731499,764662,799379,833126,869095,906589,945692,986018,1024553,1057353,1087003,1116879,1144901,1178235,1222196,1271718,1319060,1367341,1400928,1414574,1415167,1417538,1419108,1422898,1433522,1449053,1463088,1475359,1496449,1527823,1565976,1602641,1638209,1673857,1708320,1740463,1771189,1802161,1817159,1813237,1795924,1778543,1759739,1738587,1715773,1692897,1668542,1640544,1629865,1640208,1664029,1684963,1705894,
Brazil,BRA,"Age population, age 18, male, interpolated",SP.POP.AG18.MA.IN,666075,678229,702826,736127,769728,804901,838719,875007,913046,952802,993783,1032120,1064638,1094029,1123875,1152023,1184434,1227116,1275183,1321374,1368729,1400811,1413117,1412715,1414534,1415898,1419722,1431816,1449970,1467086,1482904,1506892,1541841,1584212,1625665,1666672,1705197,1741997,1776527,1810348,1845089,1861356,1858435,1842388,1826967,1810842,1790425,1767787,1745091,1721534,1694849,1684495,1695192,1719688,1741708,1764204,
Brazil,BRA,"Age population, age 19, female, interpolated",SP.POP.AG19.FE.IN,656250,660366,672291,696710,730092,763820,796256,831616,868539,905972,944500,985664,1023088,1055398,1085426,1115885,1142954,1176640,1220959,1270690,1318121,1365152,1399486,1413418,1414017,1416311,1417341,1421808,1432674,1447969,1461603,1475006,1495196,1526251,1564610,1601600,1637277,1672410,1706793,1739355,1770646,1799840,1816390,1813078,1795448,1777485,1759152,1738110,1715232,1692021,1667186,1641727,1629124,1638551,1662675,1684372,
Brazil,BRA,"Age population, age 19, male, interpolated",SP.POP.AG19.MA.IN,659939,664085,676134,700820,734599,768788,801209,836741,874094,912160,951360,992477,1029812,1061976,1091892,1122401,1148939,1181905,1225070,1273402,1319677,1365194,1398137,1410803,1410459,1412238,1412293,1416891,1429340,1447385,1464218,1480002,1503210,1538052,1580932,1623053,1662215,1700437,1737530,1772951,1807798,1838950,1857110,1855247,1839367,1823804,1806958,1786957,1764642,1742017,1718348,1693401,1681155,1691160,1716376,1739614,
Brazil,BRA,"Age population, age 20, female, interpolated",SP.POP.AG20.FE.IN,650637,654352,658355,670360,695222,729200,760740,794704,830954,867809,904749,944069,984159,1021091,1053758,1084394,1113891,1141305,1175339,1219864,1269712,1315913,1363652,1398246,1412175,1412727,1414449,1416162,1420880,1431521,1446438,1461175,1473690,1493571,1524833,1563524,1600633,1635793,1670828,1705607,1738740,1768310,1799017,1816155,1812511,1794306,1776840,1758612,1737497,1714276,1690586,1668349,1640935,1627419,1637155,1662040,
